mID,mName,mSubType,mRarity,mResourceID
103833,+13 아크 데빌리스 어쌔신의 심연카타르,78,3,103060
103840,+0 대지의 가이아스의 심연카타르,78,3,103060
103841,+1 대지의 가이아스의 심연카타르,78,3,103060
103842,+2 대지의 가이아스의 심연카타르,78,3,103060
103843,+3 대지의 가이아스의 심연카타르,78,3,103060
103844,+4 대지의 가이아스의 심연카타르,78,3,103060
103845,+5 대지의 가이아스의 심연카타르,78,3,103060
103846,+6 대지의 가이아스의 심연카타르,78,3,103060
103847,+7 대지의 가이아스의 심연카타르,78,3,103060
103848,+8 대지의 가이아스의 심연카타르,78,3,103060
103849,+9 대지의 가이아스의 심연카타르,78,3,103060
103850,+10 대지의 가이아스의 심연카타르,78,3,103060
103851,+11 대지의 가이아스의 심연카타르,78,3,103060
103852,+12 대지의 가이아스의 심연카타르,78,3,103060
103853,+13 대지의 가이아스의 심연카타르,78,3,103060
103860,+0 초선의 전투카타르,78,3,103000
103861,+1 초선의 전투카타르,78,3,103000
103862,+2 초선의 전투카타르,78,3,103000
103863,+3 초선의 전투카타르,78,3,103000
103864,+4 초선의 전투카타르,78,3,103000
103865,+5 초선의 전투카타르,78,3,103000
103866,+6 초선의 전투카타르,78,3,103000
103867,+7 초선의 전투카타르,78,3,103000
103868,+8 초선의 전투카타르,78,3,103000
103869,+9 초선의 전투카타르,78,3,103000
103870,+10 초선의 전투카타르,78,3,103000
103871,+11 초선의 전투카타르,78,3,103000
103872,+12 초선의 전투카타르,78,3,103000
103873,+13 초선의 전투카타르,78,3,103000
103880,+0 초선의 심연카타르,78,3,103060
103881,+1 초선의 심연카타르,78,3,103060
103882,+2 초선의 심연카타르,78,3,103060
103883,+3 초선의 심연카타르,78,3,103060
103884,+4 초선의 심연카타르,78,3,103060
103885,+5 초선의 심연카타르,78,3,103060
103886,+6 초선의 심연카타르,78,3,103060
103887,+7 초선의 심연카타르,78,3,103060
103888,+8 초선의 심연카타르,78,3,103060
103889,+9 초선의 심연카타르,78,3,103060
103890,+10 초선의 심연카타르,78,3,103060
103891,+11 초선의 심연카타르,78,3,103060
103892,+12 초선의 심연카타르,78,3,103060
103893,+13 초선의 심연카타르,78,3,103060
103900,+0 현무의 심연카타르,78,3,103060
103901,+1 현무의 심연카타르,78,3,103060
103902,+2 현무의 심연카타르,78,3,103060
103903,+3 현무의 심연카타르,78,3,103060
103904,+4 현무의 심연카타르,78,3,103060
103905,+5 현무의 심연카타르,78,3,103060
103906,+6 현무의 심연카타르,78,3,103060
103907,+7 현무의 심연카타르,78,3,103060
103908,+8 현무의 심연카타르,78,3,103060
103909,+9 현무의 심연카타르,78,3,103060
103910,+10 현무의 심연카타르,78,3,103060
103911,+11 현무의 심연카타르,78,3,103060
103912,+12 현무의 심연카타르,78,3,103060
103913,+13 현무의 심연카타르,78,3,103060
103920,+0 로드 오브 아크리언의 심연카타르,78,3,103060
103921,+1 로드 오브 아크리언의 심연카타르,78,3,103060
103922,+2 로드 오브 아크리언의 심연카타르,78,3,103060
103923,+3 로드 오브 아크리언의 심연카타르,78,3,103060
103924,+4 로드 오브 아크리언의 심연카타르,78,3,103060
103925,+5 로드 오브 아크리언의 심연카타르,78,3,103060
103926,+6 로드 오브 아크리언의 심연카타르,78,3,103060
103927,+7 로드 오브 아크리언의 심연카타르,78,3,103060
103928,+8 로드 오브 아크리언의 심연카타르,78,3,103060
103929,+9 로드 오브 아크리언의 심연카타르,78,3,103060
103930,+10 로드 오브 아크리언의 심연카타르,78,3,103060
103931,+11 로드 오브 아크리언의 심연카타르,78,3,103060
103932,+12 로드 오브 아크리언의 심연카타르,78,3,103060
103933,+13 로드 오브 아크리언의 심연카타르,78,3,103060
103940,+0 뱀파이어 킹의 심연카타르,78,3,103060
103941,+1 뱀파이어 킹의 심연카타르,78,3,103060
103942,+2 뱀파이어 킹의 심연카타르,78,3,103060
103943,+3 뱀파이어 킹의 심연카타르,78,3,103060
103944,+4 뱀파이어 킹의 심연카타르,78,3,103060
103945,+5 뱀파이어 킹의 심연카타르,78,3,103060
103946,+6 뱀파이어 킹의 심연카타르,78,3,103060
103947,+7 뱀파이어 킹의 심연카타르,78,3,103060
103948,+8 뱀파이어 킹의 심연카타르,78,3,103060
103949,+9 뱀파이어 킹의 심연카타르,78,3,103060
103950,+10 뱀파이어 킹의 심연카타르,78,3,103060
103951,+11 뱀파이어 킹의 심연카타르,78,3,103060
103952,+12 뱀파이어 킹의 심연카타르,78,3,103060
103953,+13 뱀파이어 킹의 심연카타르,78,3,103060
103960,+0 감녕의 전투카타르,78,3,103000
103961,+1 감녕의 전투카타르,78,3,103000
103962,+2 감녕의 전투카타르,78,3,103000
103963,+3 감녕의 전투카타르,78,3,103000
103964,+4 감녕의 전투카타르,78,3,103000
103965,+5 감녕의 전투카타르,78,3,103000
103966,+6 감녕의 전투카타르,78,3,103000
103967,+7 감녕의 전투카타르,78,3,103000
103968,+8 감녕의 전투카타르,78,3,103000
103969,+9 감녕의 전투카타르,78,3,103000
103970,+10 감녕의 전투카타르,78,3,103000
103971,+11 감녕의 전투카타르,78,3,103000
103972,+12 감녕의 전투카타르,78,3,103000
103973,+13 감녕의 전투카타르,78,3,103000
103980,+0 스카디의 심연카타르,78,3,103060
103981,+1 스카디의 심연카타르,78,3,103060
103982,+2 스카디의 심연카타르,78,3,103060
103983,+3 스카디의 심연카타르,78,3,103060
103984,+4 스카디의 심연카타르,78,3,103060
103985,+5 스카디의 심연카타르,78,3,103060
103986,+6 스카디의 심연카타르,78,3,103060
103987,+7 스카디의 심연카타르,78,3,103060
103988,+8 스카디의 심연카타르,78,3,103060
103989,+9 스카디의 심연카타르,78,3,103060
103990,+10 스카디의 심연카타르,78,3,103060
103991,+11 스카디의 심연카타르,78,3,103060
103992,+12 스카디의 심연카타르,78,3,103060
103993,+13 스카디의 심연카타르,78,3,103060
104000,+0 그리헨텔의 카타르,78,4,104000
104001,+1 그리헨텔의 카타르,78,4,104000
104002,+2 그리헨텔의 카타르,78,4,104000
104003,+3 그리헨텔의 카타르,78,4,104000
104004,+4 그리헨텔의 카타르,78,4,104000
104005,+5 그리헨텔의 카타르,78,4,104000
104006,+6 그리헨텔의 카타르,78,4,104000
104007,+7 그리헨텔의 카타르,78,4,104000
104008,+8 그리헨텔의 카타르,78,4,104000
104009,+9 그리헨텔의 카타르,78,4,104000
104010,+10 그리헨텔의 카타르,78,4,104000
104011,+11 그리헨텔의 카타르,78,4,104000
104012,+12 그리헨텔의 카타르,78,4,104000
104013,+13 그리헨텔의 카타르,78,4,104000
104020,+0 크리스의 전쟁카타르,78,4,104020
104021,+1 크리스의 전쟁카타르,78,4,104020
104022,+2 크리스의 전쟁카타르,78,4,104020
104023,+3 크리스의 전쟁카타르,78,4,104020
104024,+4 크리스의 전쟁카타르,78,4,104020
104025,+5 크리스의 전쟁카타르,78,4,104020
104026,+6 크리스의 전쟁카타르,78,4,104020
104027,+7 크리스의 전쟁카타르,78,4,104020
104028,+8 크리스의 전쟁카타르,78,4,104020
104029,+9 크리스의 전쟁카타르,78,4,104020
104030,+10 크리스의 전쟁카타르,78,4,104020
104031,+11 크리스의 전쟁카타르,78,4,104020
104032,+12 크리스의 전쟁카타르,78,4,104020
104033,+13 크리스의 전쟁카타르,78,4,104020
104040,+0 인페르노 어쌔신의 전쟁카타르,78,4,104040
104041,+1 인페르노 어쌔신의 전쟁카타르,78,4,104040
104042,+2 인페르노 어쌔신의 전쟁카타르,78,4,104040
104043,+3 인페르노 어쌔신의 전쟁카타르,78,4,104040
104044,+4 인페르노 어쌔신의 전쟁카타르,78,4,104040
104045,+5 인페르노 어쌔신의 전쟁카타르,78,4,104040
104046,+6 인페르노 어쌔신의 전쟁카타르,78,4,104040
104047,+7 인페르노 어쌔신의 전쟁카타르,78,4,104040
104048,+8 인페르노 어쌔신의 전쟁카타르,78,4,104040
104049,+9 인페르노 어쌔신의 전쟁카타르,78,4,104040
104050,+10 인페르노 어쌔신의 전쟁카타르,78,4,104040
104051,+11 인페르노 어쌔신의 전쟁카타르,78,4,104040
104052,+12 인페르노 어쌔신의 전쟁카타르,78,4,104040
104053,+13 인페르노 어쌔신의 전쟁카타르,78,4,104040
104060,+0 여명의 그리헨텔 카타르,78,4,104060
104061,+1 여명의 그리헨텔 카타르,78,4,104060
104062,+2 여명의 그리헨텔 카타르,78,4,104060
104063,+3 여명의 그리헨텔 카타르,78,4,104060
104064,+4 여명의 그리헨텔 카타르,78,4,104060
104065,+5 여명의 그리헨텔 카타르,78,4,104060
104066,+6 여명의 그리헨텔 카타르,78,4,104060
104067,+7 여명의 그리헨텔 카타르,78,4,104060
104068,+8 여명의 그리헨텔 카타르,78,4,104060
104069,+9 여명의 그리헨텔 카타르,78,4,104060
104070,+10 여명의 그리헨텔 카타르,78,4,104060
104071,+11 여명의 그리헨텔 카타르,78,4,104060
104072,+12 여명의 그리헨텔 카타르,78,4,104060
104073,+13 여명의 그리헨텔 카타르,78,4,104060
104080,+0 불굴의 용수호자 카타르,78,4,104000
104081,+1 불굴의 용수호자 카타르,78,4,104000
104082,+2 불굴의 용수호자 카타르,78,4,104000
104083,+3 불굴의 용수호자 카타르,78,4,104000
104084,+4 불굴의 용수호자 카타르,78,4,104000
104085,+5 불굴의 용수호자 카타르,78,4,104000
104086,+6 불굴의 용수호자 카타르,78,4,104000
104087,+7 불굴의 용수호자 카타르,78,4,104000
104088,+8 불굴의 용수호자 카타르,78,4,104000
104089,+9 불굴의 용수호자 카타르,78,4,104000
104090,+10 불굴의 용수호자 카타르,78,4,104000
104091,+11 불굴의 용수호자 카타르,78,4,104000
104092,+12 불굴의 용수호자 카타르,78,4,104000
104093,+13 불굴의 용수호자 카타르,78,4,104000
104100,+0 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104101,+1 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104102,+2 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104103,+3 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104104,+4 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104105,+5 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104106,+6 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104107,+7 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104108,+8 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104109,+9 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104110,+10 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104111,+11 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104112,+12 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104113,+13 아크 데빌리스 어쌔신의 전쟁카타르,78,4,104000
104120,+0 황혼의 메테오스 카타르,78,4,104000
104121,+1 황혼의 메테오스 카타르,78,4,104000
104122,+2 황혼의 메테오스 카타르,78,4,104000
104123,+3 황혼의 메테오스 카타르,78,4,104000
104124,+4 황혼의 메테오스 카타르,78,4,104000
104125,+5 황혼의 메테오스 카타르,78,4,104000
104126,+6 황혼의 메테오스 카타르,78,4,104000
104127,+7 황혼의 메테오스 카타르,78,4,104000
104128,+8 황혼의 메테오스 카타르,78,4,104000
104129,+9 황혼의 메테오스 카타르,78,4,104000
104130,+10 황혼의 메테오스 카타르,78,4,104000
104131,+11 황혼의 메테오스 카타르,78,4,104000
104132,+12 황혼의 메테오스 카타르,78,4,104000
104133,+13 황혼의 메테오스 카타르,78,4,104000
104140,+0 대지의 가이아스의 전쟁카타르,78,4,104000
104141,+1 대지의 가이아스의 전쟁카타르,78,4,104000
104142,+2 대지의 가이아스의 전쟁카타르,78,4,104000
104143,+3 대지의 가이아스의 전쟁카타르,78,4,104000
104144,+4 대지의 가이아스의 전쟁카타르,78,4,104000
104145,+5 대지의 가이아스의 전쟁카타르,78,4,104000
104146,+6 대지의 가이아스의 전쟁카타르,78,4,104000
104147,+7 대지의 가이아스의 전쟁카타르,78,4,104000
104148,+8 대지의 가이아스의 전쟁카타르,78,4,104000
104149,+9 대지의 가이아스의 전쟁카타르,78,4,104000
104150,+10 대지의 가이아스의 전쟁카타르,78,4,104000
104151,+11 대지의 가이아스의 전쟁카타르,78,4,104000
104152,+12 대지의 가이아스의 전쟁카타르,78,4,104000
104153,+13 대지의 가이아스의 전쟁카타르,78,4,104000
104160,+0 초선의 전쟁카타르,78,4,104000
104161,+1 초선의 전쟁카타르,78,4,104000
104162,+2 초선의 전쟁카타르,78,4,104000
104163,+3 초선의 전쟁카타르,78,4,104000
104164,+4 초선의 전쟁카타르,78,4,104000
104165,+5 초선의 전쟁카타르,78,4,104000
104166,+6 초선의 전쟁카타르,78,4,104000
104167,+7 초선의 전쟁카타르,78,4,104000
104168,+8 초선의 전쟁카타르,78,4,104000
104169,+9 초선의 전쟁카타르,78,4,104000
104170,+10 초선의 전쟁카타르,78,4,104000
104171,+11 초선의 전쟁카타르,78,4,104000
104172,+12 초선의 전쟁카타르,78,4,104000
104173,+13 초선의 전쟁카타르,78,4,104000
104180,+0 현무의 전쟁카타르,78,4,104000
104181,+1 현무의 전쟁카타르,78,4,104000
104182,+2 현무의 전쟁카타르,78,4,104000
104183,+3 현무의 전쟁카타르,78,4,104000
104184,+4 현무의 전쟁카타르,78,4,104000
104185,+5 현무의 전쟁카타르,78,4,104000
104186,+6 현무의 전쟁카타르,78,4,104000
104187,+7 현무의 전쟁카타르,78,4,104000
104188,+8 현무의 전쟁카타르,78,4,104000
104189,+9 현무의 전쟁카타르,78,4,104000
104190,+10 현무의 전쟁카타르,78,4,104000
104191,+11 현무의 전쟁카타르,78,4,104000
104192,+12 현무의 전쟁카타르,78,4,104000
104193,+13 현무의 전쟁카타르,78,4,104000
104200,+0 스카디의 전쟁카타르,78,4,104000
104201,+1 스카디의 전쟁카타르,78,4,104000
104202,+2 스카디의 전쟁카타르,78,4,104000
104203,+3 스카디의 전쟁카타르,78,4,104000
104204,+4 스카디의 전쟁카타르,78,4,104000
104205,+5 스카디의 전쟁카타르,78,4,104000
104206,+6 스카디의 전쟁카타르,78,4,104000
104207,+7 스카디의 전쟁카타르,78,4,104000
104208,+8 스카디의 전쟁카타르,78,4,104000
104209,+9 스카디의 전쟁카타르,78,4,104000
104210,+10 스카디의 전쟁카타르,78,4,104000
104211,+11 스카디의 전쟁카타르,78,4,104000
104212,+12 스카디의 전쟁카타르,78,4,104000
104213,+13 스카디의 전쟁카타르,78,4,104000
105000,+0 아벨루스 카타르,78,5,105000
105001,+1 아벨루스 카타르,78,5,105000
105002,+2 아벨루스 카타르,78,5,105000
105003,+3 아벨루스 카타르,78,5,105000
105004,+4 아벨루스 카타르,78,5,105000
105005,+5 아벨루스 카타르,78,5,105000
105006,+6 아벨루스 카타르,78,5,105000
105007,+7 아벨루스 카타르,78,5,105000
105008,+8 아벨루스 카타르,78,5,105000
105009,+9 아벨루스 카타르,78,5,105000
105010,+10 아벨루스 카타르,78,5,105000
105011,+11 아벨루스 카타르,78,5,105000
105012,+12 아벨루스 카타르,78,5,105000
105013,+13 아벨루스 카타르,78,5,105000
105020,+0 광휘의 그리헨텔 카타르,78,5,105020
105021,+1 광휘의 그리헨텔 카타르,78,5,105020
105022,+2 광휘의 그리헨텔 카타르,78,5,105020
105023,+3 광휘의 그리헨텔 카타르,78,5,105020
105024,+4 광휘의 그리헨텔 카타르,78,5,105020
105025,+5 광휘의 그리헨텔 카타르,78,5,105020
105026,+6 광휘의 그리헨텔 카타르,78,5,105020
105027,+7 광휘의 그리헨텔 카타르,78,5,105020
105028,+8 광휘의 그리헨텔 카타르,78,5,105020
105029,+9 광휘의 그리헨텔 카타르,78,5,105020
105030,+10 광휘의 그리헨텔 카타르,78,5,105020
105031,+11 광휘의 그리헨텔 카타르,78,5,105020
105032,+12 광휘의 그리헨텔 카타르,78,5,105020
105033,+13 광휘의 그리헨텔 카타르,78,5,105020
105040,+0 칠흑의 메테오스 카타르,78,5,105000
105041,+1 칠흑의 메테오스 카타르,78,5,105000
105042,+2 칠흑의 메테오스 카타르,78,5,105000
105043,+3 칠흑의 메테오스 카타르,78,5,105000
105044,+4 칠흑의 메테오스 카타르,78,5,105000
105045,+5 칠흑의 메테오스 카타르,78,5,105000
105046,+6 칠흑의 메테오스 카타르,78,5,105000
105047,+7 칠흑의 메테오스 카타르,78,5,105000
105048,+8 칠흑의 메테오스 카타르,78,5,105000
105049,+9 칠흑의 메테오스 카타르,78,5,105000
105050,+10 칠흑의 메테오스 카타르,78,5,105000
105051,+11 칠흑의 메테오스 카타르,78,5,105000
105052,+12 칠흑의 메테오스 카타르,78,5,105000
105053,+13 칠흑의 메테오스 카타르,78,5,105000
199000,연습용 나무 화살,23,0,199000
199001,나무 화살,23,0,199001
199010,수렵 화살,23,0,199010
199011,독 화살,23,0,199011
199012,맹독 화살,23,0,199012
199020,미스릴 총알,22,0,199020
199021,미스릴 화살,23,0,199021
199030,강철 화살,23,0,199030
199040,아다만티움 화살,23,0,199040
199041,아다만티움 총알,22,0,199041
199042,블러디 스트로크 ,23,0,199042
199050,엘레멘탈 화살,23,0,199050
199051,썬더 스트로크,23,0,199051
199130,블러디 블렛,22,0,199130
199131,썬더 블렛,22,0,199131
199132,체인 블렛,22,0,199132
199133,강철 총알,22,0,199133
200000,+0 수렵 철포,10,0,200000
200001,+1 수렵 철포,10,0,200000
200002,+2 수렵 철포,10,0,200000
200003,+3 수렵 철포,10,0,200000
200004,+4 수렵 철포,10,0,200000
200005,+5 수렵 철포,10,0,200000
200006,+6 수렵 철포,10,0,200000
200007,+7 수렵 철포,10,0,200000
200008,+8 수렵 철포,10,0,200000
200009,+9 수렵 철포,10,0,200000
200010,+10 수렵 철포,10,0,200000
200011,+11 수렵 철포,10,0,200000
200012,+12 수렵 철포,10,0,200000
200013,+13 수렵 철포,10,0,200000
200020,+0 철포,10,0,200020
200021,+1 철포,10,0,200020
200022,+2 철포,10,0,200020
200023,+3 철포,10,0,200020
200024,+4 철포,10,0,200020
200025,+5 철포,10,0,200020
200026,+6 철포,10,0,200020
200027,+7 철포,10,0,200020
200028,+8 철포,10,0,200020
200029,+9 철포,10,0,200020
200030,+10 철포,10,0,200020
200031,+11 철포,10,0,200020
200032,+12 철포,10,0,200020
200033,+13 철포,10,0,200020
200040,+0 보급형 환영의 총,10,0,200020
200041,+1 보급형 환영의 총,10,0,200020
200042,+2 보급형 환영의 총,10,0,200020
200043,+3 보급형 환영의 총,10,0,200020
200044,+4 보급형 환영의 총,10,0,200020
200045,+5 보급형 환영의 총,10,0,200020
200046,+6 보급형 환영의 총,10,0,200020
200047,+7 보급형 환영의 총,10,0,200020
200048,+8 보급형 환영의 총,10,0,200020
200049,+9 보급형 환영의 총,10,0,200020
200050,+10 보급형 환영의 총,10,0,200020
200051,+11 보급형 환영의 총,10,0,200020
200052,+12 보급형 환영의 총,10,0,200020
200053,+13 보급형 환영의 총,10,0,200020
200060,+0 낡은 수호자 철포,10,0,200060
200061,+1 낡은 수호자 철포,10,0,200060
200062,+2 낡은 수호자 철포,10,0,200060
200063,+3 낡은 수호자 철포,10,0,200060
200064,+4 낡은 수호자 철포,10,0,200060
200065,+5 낡은 수호자 철포,10,0,200060
200066,+6 낡은 수호자 철포,10,0,200060
200067,+7 낡은 수호자 철포,10,0,200060
200068,+8 낡은 수호자 철포,10,0,200060
200069,+9 낡은 수호자 철포,10,0,200060
200070,+10 낡은 수호자 철포,10,0,200060
200071,+11 낡은 수호자 철포,10,0,200060
200072,+12 낡은 수호자 철포,10,0,200060
200073,+13 낡은 수호자 철포,10,0,200060
201000,+0 마법 수렵 철포,10,1,201000
201001,+1 마법 수렵 철포,10,1,201000
201002,+2 마법 수렵 철포,10,1,201000
201003,+3 마법 수렵 철포,10,1,201000
201004,+4 마법 수렵 철포,10,1,201000
201005,+5 마법 수렵 철포,10,1,201000
201006,+6 마법 수렵 철포,10,1,201000
201007,+7 마법 수렵 철포,10,1,201000
201008,+8 마법 수렵 철포,10,1,201000
201009,+9 마법 수렵 철포,10,1,201000
201010,+10 마법 수렵 철포,10,1,201000
201011,+11 마법 수렵 철포,10,1,201000
201012,+12 마법 수렵 철포,10,1,201000
201013,+13 마법 수렵 철포,10,1,201000
201020,+0 플라즈마 라이플,10,1,201020
201021,+1 플라즈마 라이플,10,1,201020
201022,+2 플라즈마 라이플,10,1,201020
201023,+3 플라즈마 라이플,10,1,201020
201024,+4 플라즈마 라이플,10,1,201020
201025,+5 플라즈마 라이플,10,1,201020
201026,+6 플라즈마 라이플,10,1,201020
201027,+7 플라즈마 라이플,10,1,201020
201028,+8 플라즈마 라이플,10,1,201020
201029,+9 플라즈마 라이플,10,1,201020
201030,+10 플라즈마 라이플,10,1,201020
201031,+11 플라즈마 라이플,10,1,201020
201032,+12 플라즈마 라이플,10,1,201020
201033,+13 플라즈마 라이플,10,1,201020
201040,+0 라이트닝 라이플,10,1,201040
201041,+1 라이트닝 라이플,10,1,201040
201042,+2 라이트닝 라이플,10,1,201040
201043,+3 라이트닝 라이플,10,1,201040
201044,+4 라이트닝 라이플,10,1,201040
201045,+5 라이트닝 라이플,10,1,201040
201046,+6 라이트닝 라이플,10,1,201040
201047,+7 라이트닝 라이플,10,1,201040
201048,+8 라이트닝 라이플,10,1,201040
201049,+9 라이트닝 라이플,10,1,201040
201050,+10 라이트닝 라이플,10,1,201040
201051,+11 라이트닝 라이플,10,1,201040
201052,+12 라이트닝 라이플,10,1,201040
201053,+13 라이트닝 라이플,10,1,201040
201060,+0 아이시 라이플,10,1,201060
201061,+1 아이시 라이플,10,1,201060
201062,+2 아이시 라이플,10,1,201060
201063,+3 아이시 라이플,10,1,201060
201064,+4 아이시 라이플,10,1,201060
201065,+5 아이시 라이플,10,1,201060
201066,+6 아이시 라이플,10,1,201060
201067,+7 아이시 라이플,10,1,201060
201068,+8 아이시 라이플,10,1,201060
201069,+9 아이시 라이플,10,1,201060
201070,+10 아이시 라이플,10,1,201060
201071,+11 아이시 라이플,10,1,201060
201072,+12 아이시 라이플,10,1,201060
201073,+13 아이시 라이플,10,1,201060
201080,+0 플린트 록 라이플,10,1,201080
201081,+1 플린트 록 라이플,10,1,201080
201082,+2 플린트 록 라이플,10,1,201080
201083,+3 플린트 록 라이플,10,1,201080
201084,+4 플린트 록 라이플,10,1,201080
201085,+5 플린트 록 라이플,10,1,201080
201086,+6 플린트 록 라이플,10,1,201080
201087,+7 플린트 록 라이플,10,1,201080
201088,+8 플린트 록 라이플,10,1,201080
201089,+9 플린트 록 라이플,10,1,201080
201090,+10 플린트 록 라이플,10,1,201080
201091,+11 플린트 록 라이플,10,1,201080
201092,+12 플린트 록 라이플,10,1,201080
201093,+13 플린트 록 라이플,10,1,201080
201100,+0 강철 철포,10,1,201100
201101,+1 강철 철포,10,1,201100
201102,+2 강철 철포,10,1,201100
201103,+3 강철 철포,10,1,201100
201104,+4 강철 철포,10,1,201100
201105,+5 강철 철포,10,1,201100
201106,+6 강철 철포,10,1,201100
201107,+7 강철 철포,10,1,201100
201108,+8 강철 철포,10,1,201100
201109,+9 강철 철포,10,1,201100
201110,+10 강철 철포,10,1,201100
201111,+11 강철 철포,10,1,201100
201112,+12 강철 철포,10,1,201100
201113,+13 강철 철포,10,1,201100
201120,+0 황천의 총,10,1,201100
201121,+1 황천의 총,10,1,201100
201122,+2 황천의 총,10,1,201100
201123,+3 황천의 총,10,1,201100
201124,+4 황천의 총,10,1,201100
201125,+5 황천의 총,10,1,201100
201126,+6 황천의 총,10,1,201100
201127,+7 황천의 총,10,1,201100
201128,+8 황천의 총,10,1,201100
201129,+9 황천의 총,10,1,201100
201130,+10 황천의 총,10,1,201100
201131,+11 황천의 총,10,1,201100
201132,+12 황천의 총,10,1,201100
201133,+13 황천의 총,10,1,201100
201140,+0 천상군의 총,10,1,201140
201141,+1 천상군의 총,10,1,201140
201142,+2 천상군의 총,10,1,201140
201143,+3 천상군의 총,10,1,201140
201144,+4 천상군의 총,10,1,201140
201145,+5 천상군의 총,10,1,201140
201146,+6 천상군의 총,10,1,201140
201147,+7 천상군의 총,10,1,201140
201148,+8 천상군의 총,10,1,201140
201149,+9 천상군의 총,10,1,201140
201150,+10 천상군의 총,10,1,201140
201151,+11 천상군의 총,10,1,201140
201152,+12 천상군의 총,10,1,201140
201153,+13 천상군의 총,10,1,201140
201160,+0 신월의 의식용 총,10,1,201160
201161,+1 신월의 의식용 총,10,1,201160
201162,+2 신월의 의식용 총,10,1,201160
201163,+3 신월의 의식용 총,10,1,201160
201164,+4 신월의 의식용 총,10,1,201160
201165,+5 신월의 의식용 총,10,1,201160
201166,+6 신월의 의식용 총,10,1,201160
201167,+7 신월의 의식용 총,10,1,201160
201168,+8 신월의 의식용 총,10,1,201160
201169,+9 신월의 의식용 총,10,1,201160
201170,+10 신월의 의식용 총,10,1,201160
201171,+11 신월의 의식용 총,10,1,201160
201172,+12 신월의 의식용 총,10,1,201160
201173,+13 신월의 의식용 총,10,1,201160
201180,+0 뒤틀린 수호자 철포,10,1,201180
201181,+1 뒤틀린 수호자 철포,10,1,201180
201182,+2 뒤틀린 수호자 철포,10,1,201180
201183,+3 뒤틀린 수호자 철포,10,1,201180
201184,+4 뒤틀린 수호자 철포,10,1,201180
201185,+5 뒤틀린 수호자 철포,10,1,201180
201186,+6 뒤틀린 수호자 철포,10,1,201180
201187,+7 뒤틀린 수호자 철포,10,1,201180
201188,+8 뒤틀린 수호자 철포,10,1,201180
201189,+9 뒤틀린 수호자 철포,10,1,201180
201190,+10 뒤틀린 수호자 철포,10,1,201180
201191,+11 뒤틀린 수호자 철포,10,1,201180
201192,+12 뒤틀린 수호자 철포,10,1,201180
201193,+13 뒤틀린 수호자 철포,10,1,201180
201200,+0 토벌단의 총,10,1,201200
201201,+1 토벌단의 총,10,1,201200
201202,+2 토벌단의 총,10,1,201200
201203,+3 토벌단의 총,10,1,201200
201204,+4 토벌단의 총,10,1,201200
201205,+5 토벌단의 총,10,1,201200
201206,+6 토벌단의 총,10,1,201200
201207,+7 토벌단의 총,10,1,201200
201208,+8 토벌단의 총,10,1,201200
201209,+9 토벌단의 총,10,1,201200
201210,+10 토벌단의 총,10,1,201200
201211,+11 토벌단의 총,10,1,201200
201212,+12 토벌단의 총,10,1,201200
201213,+13 토벌단의 총,10,1,201200
201220,+0 몰락한 오우거의 총,10,1,201220
201221,+1 몰락한 오우거의 총,10,1,201220
201222,+2 몰락한 오우거의 총,10,1,201220
201223,+3 몰락한 오우거의 총,10,1,201220
201224,+4 몰락한 오우거의 총,10,1,201220
201225,+5 몰락한 오우거의 총,10,1,201220
201226,+6 몰락한 오우거의 총,10,1,201220
201227,+7 몰락한 오우거의 총,10,1,201220
201228,+8 몰락한 오우거의 총,10,1,201220
201229,+9 몰락한 오우거의 총,10,1,201220
201230,+10 몰락한 오우거의 총,10,1,201220
201231,+11 몰락한 오우거의 총,10,1,201220
201232,+12 몰락한 오우거의 총,10,1,201220
201233,+13 몰락한 오우거의 총,10,1,201220
202000,+0 카콕크 라이플,10,2,202000
202001,+1 카콕크 라이플,10,2,202000
202002,+2 카콕크 라이플,10,2,202000
202003,+3 카콕크 라이플,10,2,202000
202004,+4 카콕크 라이플,10,2,202000
202005,+5 카콕크 라이플,10,2,202000
202006,+6 카콕크 라이플,10,2,202000
202007,+7 카콕크 라이플,10,2,202000
202008,+8 카콕크 라이플,10,2,202000
202009,+9 카콕크 라이플,10,2,202000
202010,+10 카콕크 라이플,10,2,202000
202011,+11 카콕크 라이플,10,2,202000
202012,+12 카콕크 라이플,10,2,202000
202013,+13 카콕크 라이플,10,2,202000
202020,+0 로키의 라이플,10,2,202020
202021,+1 로키의 라이플,10,2,202020
202022,+2 로키의 라이플,10,2,202020
